manager_id,manager_name,type,style,strategy,sector,active
3345,TrueRisk,CTA,Systematic,Option Strategy,Equity,False
3347,Tsunami,Crypto,Discretionary,Digital Asset Allocator,Global,False
3348,TT International,Equity LS,Discretionary,Fundamental,Europe,True
3349,Tucson Asset Management,CTA,Systematic,Trend Following,Global,False
3350,Tudor Investment Corp,CTA,Systematic,Trend Following,Global,True
3351,Tufton Oceanic,Private Equity,Discretionary,Diversified,Shipping,True
3352,Tullis Management,CTA,Systematic,Trend Following,Global,False
3353,Tulloss Capital Management,CTA,Systematic,Short Term,Global,False
3354,Tulos Capital AG,CTA,Discretionary,Fundamental,Commodity,False
3356,Turk Capital,CTA,Systematic,Multi Strategy,Equity,False
3357,Turning Wheel Capital,CTA,Systematic,Short Term,Global,False
3358,Twelve,Fixed Income,Discretionary,Fundamental,Cat Bond,True
3359,TwenteMining,Crypto,Discretionary,Digital Asset Allocator,Global,False
3360,Two Sigma Investments LP,Hedge Fund,Systematic,Multi Strategy,Global,True
3361,Two Trees,CTA,Systematic,Multi Strategy,Global,False
3363,TWR Management Corporation,CTA,Discretionary,Market Neutral,Fixed Income,False
3364,Tyche Capital Advisors,CTA,Discretionary,Fundamental,Energy,False
3365,TYL Trading,CTA,Systematic,Multi Strategy,Global,False
3366,Typhon Capital Management,CTA,Systematic,Option Strategy,Global,True
3367,Tyr Capital Partners,Crypto,Discretionary,Market Neutral,Global,False
3369,Tzanetatos Capital Management,CTA,Discretionary,Fundamental,Global,False
3370,UB Fund Management Company,Equity LS,Discretionary,Fundamental,Real Estate,False
3371,Uberwolf,Crypto,Discretionary,Digital Asset Allocator,Global,False
3372,Ubis Crypto,Crypto,Discretionary,Digital Asset Allocator,Global,False
3373,UBP,Equity LS,Discretionary,Fundamental,Asia,True
3374,UBS,LongOnly,Active Index,Diversified,Commodity,True
3377,Underdog Chance,Crypto,Discretionary,Digital Asset Allocator,Global,False
3378,undervalued coins,Crypto,Discretionary,Digital Asset Allocator,Global,False
3379,Unfair Advantage Systems,Crypto,Systematic,Crypto LS,Global,True
3380,Unigestion,AssetAllocation,Systematic,Multi Strategy,Global,False
3381,Unimarket Corp,CTA,Systematic,Option Strategy,Equity,False
3382,UNISystems Research,CTA,Systematic,Option Strategy,Global,False
3383,United Standard Equities,TradingSystem,Systematic,Multi Strategy,Equity,False
3384,United Standard Holdings,TradingSystem,Systematic,Multi Strategy,Equity,False
3386,UnKrypted UK,Crypto,Discretionary,Digital Asset Allocator,Global,False
3387,Unofficial Coin Bureau,Crypto,Discretionary,Digital Asset Allocator,Global,False
3388,Unorthodox but hopeful Dizz Mitte,Crypto,Discretionary,Digital Asset Allocator,Global,False
3389,UOB-SM Asset Management Pte,CTA,Fund of Funds,Diversified,Global,False
3391,Uptrak Capital,CTA,Systematic,Multi Strategy,Global,True
3392,Urban Tree Capital,CTA,Systematic,Multi Strategy,Global,False
3395,USAA,AssetAllocation,Discretionary,Diversified,Global,True
3396,USCA,AssetAllocation,Systematic,Option Strategy,Equity,False
3398,Utopia Capital,Crypto,Discretionary,Digital Asset Allocator,Global,False
3399,Uttrup Investment Management Fund,Equity LS,Discretionary,Fundamental,Global,False
3400,UYScuti,Crypto,Discretionary,Digital Asset Allocator,Global,False
3401,Vaca Capital Management,CTA,Systematic,Trend Following,Global,False
3402,Vael Asset Management,CTA,Systematic,Short Term,Currency,False
3403,Vail Trading and Research,CTA,Systematic,Trend Following,Global,False
3404,Valent Asset Management,CTA,Discretionary,Fundamental,Global,True
3405,Valhalla Capital Group,CTA,Systematic,Multi Strategy,Global,False
3406,Valia Capital Management,CTA,Discretionary,Technical,Global,False
3407,ValiC,Crypto,Discretionary,Digital Asset Allocator,Global,False
3408,ValidAlpha,Crypto,Discretionary,Market Neutral,Global,False
3409,Vallen Advisors,CTA,Systematic,Short Term,Global,False
3410,Valorem Investments,CTA,Systematic,Short Term,Currency,True
3411,Valu-Trac Investment Management,Hedge Fund,Fund of Funds,Diversified,Global,True
3412,Value & Growth CTA,CTA,Discretionary,Option Strategy,Global,False
3413,Value Investing,Crypto,Discretionary,Digital Asset Allocator,Global,False
3414,VALUE OT,Crypto,Discretionary,Digital Asset Allocator,Global,False
3415,Value Token,Crypto,Discretionary,Digital Asset Allocator,Global,False
3416,Valuenomics,Crypto,Discretionary,Digital Asset Allocator,Global,False
3417,Valvasor Crypto Ventures,Crypto,Discretionary,Digital Asset Allocator,Global,False
3418,Vamosaliarla,Crypto,Discretionary,Digital Asset Allocator,Global,False
3419,VanEck,Crypto,Discretionary,Crypto LS,Global,True
3420,Vanguard,Market Neutral,Systematic,Fundamental,US,True
3423,Vantage Capital Management,CTA,Systematic,Option Writer,Equity,False
3424,Varenne,Equity LS,Discretionary,Multi Strategy,Global,True
3425,VE Fund / Elements Capital,CTA,Systematic,Option Strategy,Equity,False
3426,Vector Capital Group AG,CTA,Systematic,Multi Strategy,Currency,False
3427,Vedra Capital,CTA,Discretionary,Multi Strategy,Global,False
3428,Vega Asset Management,CTA,Discretionary,Fundamental,Global,False
3429,Vega Group,CTA,Discretionary,Option Strategy,Equity,False
3431,Vegasoul Capital Management,CTA,Systematic,Short Term,Global,False
3432,Vellum Capital,Crypto,Systematic,Digital Asset Allocator,Global,False
3433,Velocity Merchant,CTA,Discretionary,Multi Strategy,Energy,True
3434,Velox Capital,Equity LS,Systematic,Multi Strategy,Global,True
3435,Venture 1,CTA,Systematic,Multi Strategy,Global,False
3436,Vergho Asset Management,CTA,Systematic,Short Term,Global,False
3437,Veritas,Equity LS,Discretionary,Fundamental,Global,True
3439,Vernon Capital Partners,CTA,Systematic,Market Neutral,Global,False
3440,Versor Investments,CTA,Systematic,Trend Following,Global,True
3441,Verto Invest,Event Driven,Discretionary,Fundamental,Europe,False
3442,Vescore,CTA,Systematic,Trend Following,Global,False
3443,Vest,Crypto,Systematic,Digital Asset Allocator,Global,True
3444,VIA,Hedge Fund,Systematic,Diversified,Global,True
3445,Vice Versa Crypto,Crypto,Discretionary,Digital Asset Allocator,Global,False
3446,Victory,Market Neutral,Systematic,Fundamental,US,True
3447,Vid530 Vid,Crypto,Discretionary,Digital Asset Allocator,Global,False
3448,Vigo Capital,CTA,Discretionary,Multi Strategy,Global,True
3449,Vikstrom & Andersson Asset Management,CTA,Systematic,Trend Following,Global,False
3450,Vilk Commodity Services Limited,CTA,Discretionary,Fundamental,Metal,False
3451,Villano Capital Management,CTA,Systematic,Trend Following,Global,False
3452,Virtuoso Advisory,Equity LS,Discretionary,Fundamental,Europe,True
3454,Virtus,Hedge Fund,Fund of Funds,Diversified,Global,True
3456,VISIO Asset Management,Equity LS,Discretionary,Fundamental,Europe,True
3457,Vision,Crypto,Discretionary,Digital Asset Allocator,Global,False
3459,Visionary Fund,Crypto,Discretionary,Digital Asset Allocator,Global,False
3460,Visioneering Research & Development,CTA,Systematic,Trend Following,Global,False
3461,Vista CTA,CTA,Systematic,Multi Strategy,Commodity,False
3462,Vivaldi,Event Driven,Discretionary,MergerArb,US,True
3463,Vivienne Investissement,CTA,Systematic,Multi Strategy,Global,True
3464,Volkert Investment Management,CTA,Systematic,Market Neutral,Agricultural,False
3465,Voloridge Investment Management,CTA,Systematic,AI,Global,False
3466,Volpoint Capital,CTA,Discretionary,Option Strategy,Volatility,False
3467,Volt Capital Management,CTA,Systematic,AI,Global,True
3469,Vontobel Asset Management,LongOnly,Active Index,Diversified,Fixed Income,True
3470,Vortex FX AG,CTA,Systematic,Short Term,Currency,False
3471,Vortex Pulse Mitja,Crypto,Discretionary,Digital Asset Allocator,Global,False
3472,Vortex Swing,Crypto,Discretionary,Digital Asset Allocator,Global,False
3473,Voss Capital Management,CTA,Systematic,Short Term,Equity,False
3474,VPC,Fixed Income,Discretionary,Alternative,Global,True
3475,VST Capital Management,CTA,Systematic,Multi Strategy,Global,False
3477,Wake Trade Technologies,CTA,Systematic,Short Term,Currency,False
3478,Wakefield Advisors,CTA,Systematic,Trend Following,Global,False
3479,Wakem Capital Management,Crypto,Systematic,Crypto LS,Global,True
3480,Walden Bridge Capital,Crypto,Discretionary,Digital Asset Allocator,Global,False
3481,Walleye,Hedge Fund,Multi PM,Multi Strategy,Global,False
3482,Wallwood Consultants,CTA,Systematic,Short Term,Currency,False
3483,Walnut Investments SASU,CTA,Systematic,AI,Global,False
3485,Warren Capital,CTA,Systematic,Multi Strategy,Global,False
3486,Warrington Asset Management,CTA,Discretionary,Option Writer,Equity,False
3487,Wasatch,Equity LS,Discretionary,Option Strategy,US,True
3488,Water Island,Event Driven,Discretionary,MergerArb,US,True
3490,Water Wood Capital Management,CTA,Systematic,Short Term,Currency,False
3491,WaterValley Capital Management,Hedge Fund,Systematic,Market Neutral,Global,True
3492,Wave Digital Assets,Crypto,Discretionary,Digital Asset Allocator,Global,True
3493,Wave Rider 2 Freedom,Crypto,Discretionary,Digital Asset Allocator,Global,False
3494,WaveFront Global Asset Management Corp,CTA,Systematic,Trend Following,Global,True
3495,WaveRide,Crypto,Discretionary,Digital Asset Allocator,Global,False
3496,Waverton,AssetAllocation,Fund of Funds,Diversified,Global,True
3497,Waycross,Equity LS,Discretionary,Fundamental,US,True
3498,Waypoint Capital Management,CTA,Systematic,Trend Following,Global,False
3500,Wealth Builders FX,CTA,Discretionary,Fundamental,Currency,False
3501,Wealth Cortexdul,Crypto,Discretionary,Digital Asset Allocator,Global,False
3502,Wealth Insurance,Crypto,Discretionary,Digital Asset Allocator,Global,False
3503,Web3 Foundation,Crypto,Discretionary,Digital Asset Allocator,Global,False
3504,webRichtUng,Crypto,Discretionary,Digital Asset Allocator,Global,False
3505,WeGoToMoon,Crypto,Discretionary,Digital Asset Allocator,Global,False
3506,Weiss Alternative,Event Driven,Discretionary,Fundamental,Global,True
3507,Weitz Investment Management,Equity LS,Discretionary,Fundamental,US,True
3508,Wellfield Partners,CTA,Systematic,Trend Following,Global,False
3509,Wellfleet Asset Mgmt,CTA,Systematic,Multi Strategy,Global,False
3510,Wellington,Fixed Income,Discretionary,Fundamental,Global,True
3513,Welton Investment Partners,Equity LS,Systematic,Multi Strategy,Global,True
3514,WesMark,AssetAllocation,Discretionary,Diversified,Global,True
3515,Westbeck,Equity LS,Discretionary,Fundamental,Energy,True
3516,WestCay,CTA,Discretionary,Fundamental,Agricultural,False
3517,Westphal Trading,CTA,Systematic,Trend Following,Equity,False
3518,Westrock Asset Management,CTA,Systematic,Short Term,Global,False
3519,Westwood,Market Neutral,Discretionary,Fundamental,US,True
3521,WH Asset Management,LongOnly,Risk Parity,Diversified,Global,False
3522,Wharton Capital Management,CTA,Discretionary,Fundamental,Agricultural,True
3523,Whistler Trading Corporation,CTA,Discretionary,Fundamental,Global,False
3525,White Indian Trading Company,CTA,Systematic,Option Strategy,Currency,False
3526,White River Group,CTA,Discretionary,Option Writer,Equity,True
3527,Whitebeam Fonder,Hedge Fund,Fund of Funds,Diversified,Global,False
3528,WhiteBot Crypto,Crypto,Discretionary,Digital Asset Allocator,Global,False
3529,Whitehaven SPC,CTA,Systematic,Short Term,Global,False
3530,WhiteTower Capital Management,Crypto,Discretionary,Digital Asset Allocator,Global,False
3531,Whitman Asset Management,CTA,Discretionary,Technical,Global,False
3532,Whitmore Capital Management,CTA,Discretionary,Fundamental,Currency,False
3533,Why not,Crypto,Discretionary,Digital Asset Allocator,Global,False
3534,Wichler Group,CTA,Systematic,Trend Following,Equity,False
3535,William Blair & Company,AssetAllocation,Discretionary,Diversified,Global,False
3536,William L Crowley Associate,CTA,Systematic,AI,Global,False
3537,Willis Trading Group,CTA,Systematic,Short Term,Global,False
3538,Willowbridge Associates,CTA,Discretionary,Fundamental,Global,False
3540,Wilmington,Equity LS,Discretionary,Fundamental,US,True
3541,Wimmer Horizon,CTA,Systematic,Trend Following,Global,True
3542,Wincent,Crypto,Systematic,Market Neutral,Global,True
3543,Windham Capital Management,RiskPremia,Systematic,Multi Strategy,Global,False
3544,Windmill,CTA,Fund of Funds,Diversified,Global,False
3545,Windy City Crypto,Crypto,Discretionary,Digital Asset Allocator,Global,False
3546,Winkler Capital Management,CTA,Systematic,Multi Strategy,Currency,False
3547,Winoma Capital,CTA,Systematic,Multi Strategy,Currency,False
3548,Winton Capital Management,CTA,Systematic,Multi Strategy,Global,True
3549,Wisdom Capital Management,CTA,Discretionary,Option Strategy,Equity,False
3550,Wisdom MarkoP,Crypto,Discretionary,Digital Asset Allocator,Global,True
3551,WisdomTree Investments,CTA,Systematic,Trend Following,Global,True
3552,Wiston Capital,Crypto,Discretionary,Digital Asset Allocator,Global,True
3553,Witherspoon Asset Management,CTA,Fund of Funds,Diversified,Global,False
3554,Witter & Lester,CTA,Systematic,Multi Strategy,Global,False
3555,Wizard Trading,CTA,Systematic,Multi Strategy,Global,False
3556,WMX Crypto,Crypto,Discretionary,Digital Asset Allocator,Global,True
3557,WO Capital,CTA,Systematic,Multi Strategy,Currency,False
3558,WOA,AssetAllocation,Discretionary,Diversified,Global,False
3559,Wolfpack Ragwulff,Crypto,Discretionary,Digital Asset Allocator,Global,False
3560,World Capital,CTA,Discretionary,Option Strategy,Equity,False
3561,World Cup Advisor,TradingSystem,Systematic,Multi Strategy,Global,False
3562,WorldQuant,LongOnly,Systematic,150/50,Global,False
3563,Worldwide Capital Strategies,CTA,Systematic,Trend Following,Global,False
3564,Worth Asset Management,CTA,Discretionary,Fundamental,Global,False
3565,Wraith Capital,CTA,Systematic,Multi Strategy,Global,False
3566,WSTCM,AssetAllocation,Discretionary,Diversified,Global,False
3567,XAI Asset Management,CTA,Systematic,AI,Global,True
3568,Xaia,Fixed Income,Discretionary,Market Neutral,Global,True
3569,Xaimbeast,Crypto,Discretionary,Digital Asset Allocator,Global,False
3570,XAU DCA Strategy GOLD BobO,Crypto,Discretionary,Digital Asset Allocator,Global,False
3571,xdeltax,Crypto,Discretionary,Digital Asset Allocator,Global,False
3572,Xenfin Capital Limited,CTA,Systematic,Short Term,Currency,False
3573,Xeqos,CTA,Systematic,Multi Strategy,Global,True
3574,Xiva Asset Management Limited,CTA,Systematic,Trend Following,Global,False
3575,XMonetae Capital,CTA,Systematic,Market Neutral,Energy,False
3576,Xplor Capital Management,CTA,Systematic,Multi Strategy,Global,False
3577,Xponetial Crypto,Crypto,Discretionary,Digital Asset Allocator,Global,False
3578,XVA Capital Management,CTA,Systematic,Short Term,Global,False
3579,xWin,Crypto,Systematic,Crypto LS,Global,True
3580,Y & Q Investments,CTA,Systematic,Option Writer,Global,False
3581,Yakira Capital Management,Event Driven,Discretionary,Fundamental,Global,True
3582,Yanas Investment Fund,Crypto,Discretionary,Digital Asset Allocator,Global,False
3583,Yanqi Capital SPC,Equity LS,Discretionary,Fundamental,Asia,False
3584,YaoSun Strategic Investments,CTA,Systematic,Short Term,Equity,False
3585,Yellow Capital,Crypto,Discretionary,Digital Asset Allocator,Global,False
3586,YesPeace,Crypto,Discretionary,Digital Asset Allocator,Global,True
3587,Yield Solutions SA,CTA,Systematic,Market Neutral,Volatility,False
3588,Ying Yang Digital Assets,Crypto,Discretionary,Digital Asset Allocator,Global,False
3589,York,Event Driven,Discretionary,Fundamental,Asia,False
3590,Yuliya,CTA,Systematic,Short Term,Currency,False
3591,Yutaka Futures,CTA,Systematic,Market Neutral,Commodity,False
3592,Zacks,Market Neutral,Discretionary,Fundamental,US,False
3593,Zafiro Capital,CTA,Discretionary,Fundamental,Commodity,False
3594,Zam Asset Management,CTA,Discretionary,Option Strategy,Equity,False
3595,Zeal,Equity LS,Discretionary,Fundamental,Asia,False
3596,Zebra,Market Neutral,Systematic,Popularity,Global,False
3597,Zeiger Capital Management,CTA,Systematic,Short Term,Global,False
3598,ZeminElli Capital Management,CTA,Systematic,Multi Strategy,Global,False
3599,Zenit Asset Management,Equity LS,Discretionary,Fundamental,Global,False
3600,Zenith Resources,CTA,Systematic,Option Writer,Equity,False
3601,Zeno Capital Limited,CTA,Discretionary,Multi Strategy,Global,False
3602,Zentak Capital,CTA,Discretionary,Option Writer,Global,False
3603,Zephyr Asset Management,CTA,Discretionary,Technical,Global,False
3604,Zero2Hero,Crypto,Discretionary,Digital Asset Allocator,Global,False
3605,ZeroVectorcom,CTA,Systematic,Short Term,Global,False
3606,Zest,Equity LS,Discretionary,Fundamental,Europe,True
3607,Zet Fund SMTS,Crypto,Discretionary,Digital Asset Allocator,Global,False
3608,Zindel Capital AG,CTA,Systematic,Multi Strategy,Global,False
3609,Zmartic Fonder,Market Neutral,Discretionary,Fundamental,Global,False
3610,ZohanTrading,Crypto,Discretionary,Digital Asset Allocator,Global,False
3611,Zoi Capital,CTA,Systematic,Short Term,Global,False
3612,Zone Capital,CTA,Systematic,Short Term,Currency,False
3613,Zoran Milosevic,Crypto,Discretionary,Digital Asset Allocator,Global,False
3633,One River Asset Management,CTA,Systematic,Tail Protect,Global,True
3635,ARB Asset Management,Hedge Fund,Fund of Funds,Diversified,Global,True
3636,Gaspara,CTA,Discretionary,Fundamental,Global,False
3637,Paddock Court,CTA,Discretionary,Fundamental,Global,False
3638,Upper Park,CTA,Discretionary,Fundamental,Global,False
3647,Arion Investment Management,CTA,Discretionary,Multi Strategy,Commodity,True
3649,Morningstar,LongOnly,Systematic,Diversified,Global,True
3650,Mount Lucas Management Corporation,RiskPremia,Systematic,Multi Strategy,Global,True
3655,ABR,CTA,Systematic,Option Strategy,Equity,True
3656,Barclays Capital,Hedge Fund,Fund of Funds,Diversified,Global,True
3657,Dazza LT,Crypto,Discretionary,Digital Asset Allocator,Global,False
3658,Eventirck Emonec,Crypto,Discretionary,Digital Asset Allocator,Global,False
3659,Holland Park,Crypto,Discretionary,Digital Asset Allocator,Global,True
3660,K2 Trading Partners,Crypto,Systematic,Market Neutral,Global,False
3661,manestrat,Crypto,Discretionary,Digital Asset Allocator,Global,False
3662,Nr1crypto,Crypto,Discretionary,Digital Asset Allocator,Global,False
3663,ProtoCap,Crypto,Discretionary,Crypto LS,Global,False
3664,RoboAussie,Crypto,Discretionary,Digital Asset Allocator,Global,False
3665,Sand Grove,Event Driven,Discretionary,Multi Strategy,Global,True
3666,Sharper Machine,Equity LS,Systematic,Multi Strategy,Global,True
3667,SOLtrader DrCrypto,Crypto,Discretionary,Digital Asset Allocator,Global,False
3668,StakeHODLer GUI,Crypto,Discretionary,Digital Asset Allocator,Global,False
3669,Taika Capital,Equity LS,Discretionary,Fundamental,North America,False
3670,Teal Rock Asset Management,CTA,Systematic,Multi Strategy,Commodity,False
3671,TIND Asset Management,Equity LS,Discretionary,Fundamental,Nordic,True
3672,Touring Complete Index,Crypto,Discretionary,Digital Asset Allocator,Global,False
3673,Arena Digital Capital Management,Crypto,Fund of Funds,Crypto LS,Global,True
3674,Aubur Trading Capital,Crypto,Discretionary,Digital Asset Allocator,Global,False
3675,Bainbridge Partners,CTA,Systematic,Tail Protect,Equity,True
3676,Chessica Management Corp,CTA,Systematic,Option Strategy,Equity,True
3677,Gaines Capital,CTA,Systematic,Multi Strategy,Global,True
3678,Rise Capital,Crypto,Discretionary,Crypto LS,Global,False
3679,Samara Alpha Management,Crypto,Discretionary,Crypto LS,Global,True
3680,Antaurus,Equity LS,Discretionary,Fundamental,Technology,True
3681,Neo Ivy Capital Management,Market Neutral,Systematic,AI,Global,False
3682,Third Wire AM,CTA,Fund of Funds,Diversified,Global,False
3683,Analytic Investors,Market Neutral,Systematic,Multi Strategy,Global,False
3684,Atitlan Asset Management,Crypto,Systematic,Market Neutral,Global,True
3685,Avanto Capital,Hedge Fund,Discretionary,Fundamental,Global,True
3686,Digital Asset Funds Management,Crypto,Discretionary,Digital Asset Allocator,Global,True
3687,Shiprock,Event Driven,Discretionary,Fundamental,Global,False
3688,Sloway for the future,Crypto,Discretionary,Digital Asset Allocator,Global,False
3689,Crypto Ai Crypto Echein,Crypto,Discretionary,Digital Asset Allocator,Global,False
3690,Inktomi,Crypto,Discretionary,Digital Asset Allocator,Global,False
3691,Petersen & Partners Investment Management,Fixed Income,Discretionary,Credit,Nordic,True
3692,Quintik Capital,CTA,Systematic,Trend Following,Global,True
3695,Aubur A Aubur,Crypto,Discretionary,Digital Asset Allocator,Global,False
3696,Brightside,Crypto,Discretionary,Digital Asset Allocator,Global,False
3697,Drakewood Capital Management,CTA,Discretionary,Fundamental,Metal,True
3698,SIRIUS CMa Sirius1CMa,Crypto,Discretionary,Digital Asset Allocator,Global,False
3699,Hot altcoins Costl Wardrob,Crypto,Discretionary,Digital Asset Allocator,Global,False
3700,168 Trading Limited,Crypto,Systematic,Market Neutral,Global,True
3701,Alphemy Capital SA,Crypto,Discretionary,Digital Asset Allocator,Global,True
3702,Aura,Private Debt,Discretionary,Fundamental,Global,False
3703,Bullish Boom Bot systinvest,Crypto,Discretionary,Digital Asset Allocator,Global,False
3704,Campsor,Crypto,Discretionary,Digital Asset Allocator,Global,True
3705,ChangeClassic Sy,Crypto,Discretionary,Digital Asset Allocator,Global,False
3706,Coban Capital,Market Neutral,Discretionary,Multi Strategy,Global,False
3707,1L Capital,Market Neutral,Fund of Funds,Diversified,Global,True
3708,Mr Jaradat Portfolio Crypto Strategy,Crypto,Discretionary,Digital Asset Allocator,Global,False
3709,Shariah Index Crypto Ummah,Crypto,Discretionary,Digital Asset Allocator,Global,False
3710,TARS Capital,CTA,Systematic,Trend Following,Global,False
3711,Tenac Asset Management,Fixed Income,Discretionary,Fundamental,Emerging,True
3712,blocku Jonathan,Crypto,Discretionary,Digital Asset Allocator,Global,False
3713,CrueVink,Crypto,Discretionary,Digital Asset Allocator,Global,False
3714,GoldenFibs,Crypto,Discretionary,Digital Asset Allocator,Global,False
3715,Promontory Alpha,Crypto,Systematic,Market Neutral,Global,False
3716,Triaconta,Crypto,Discretionary,Digital Asset Allocator,Global,False
3717,Aubur X10,Crypto,Discretionary,Digital Asset Allocator,Global,False
3718,Capricorn Strategies,CTA,Systematic,Trend Following,Currency,True
3719,Hypersphere Ventures,Crypto,Discretionary,Digital Asset Allocator,Global,True
3720,M31 Capital,Crypto,Discretionary,Digital Asset Allocator,Global,False
3722,Stoka Global Management,Crypto,Discretionary,Crypto LS,Global,True
3723,Top 3 Bulletje Careles Comedia,Crypto,Discretionary,Digital Asset Allocator,Global,False
3724,Cipher Capital Management,CTA,Systematic,Multi Strategy,Global,True
3726,Portland Hill Capital,Event Driven,Discretionary,Multi Strategy,Global,True
3728,AlphaTech Capital,CTA,Systematic,AI,Global,False
3729,Everestia,CTA,Systematic,Option Strategy,Volatility,False
3732,AST Crypto Asset Strategy,Crypto,Discretionary,Digital Asset Allocator,Global,False
3733,Golden Pear Capital,Crypto,Discretionary,Crypto LS,Global,False
3734,Kingsbarn,CTA,Systematic,Multi Strategy,Fixed Income,False
3735,Lighthouse Collective Capital,Crypto,Fund of Funds,Market Neutral,Global,True
3738,Alquant,Equity LS,Systematic,Multi Strategy,US,False
3739,Ambienta,Equity LS,Discretionary,Fundamental,Global,False
3740,Brilliance Asset Management,Equity LS,Discretionary,Fundamental,Asia,True
3743,Groupama Asset Management,Fixed Income,Discretionary,Fundamental,Credit,True
3744,Lior Global Partners,CTA,Discretionary,Fundamental,Global,True
3745,Santander,RiskPremia,Systematic,Diversified,Global,True
3747,Alicanto Capital,Event Driven,Discretionary,Fundamental,Global,True
3748,Fineco Asset Management,Hedge Fund,Fund of Funds,Diversified,Global,True
3750,Alleman Capital Management,CTA,Discretionary,Fundamental,Energy,False
3751,Captor Fund Management,LongOnly,Discretionary,Fundamental,Equity,True
3753,Chicago River Capital,Event Driven,Discretionary,Fundamental,Global,False
3756,Meadowbrook Capital Management,CTA,Systematic,Option Strategy,Global,False
3758,Abans Investment Managers,CTA,Systematic,Market Neutral,Global,True
3759,Zenith Investment Management,Crypto,Discretionary,Crypto LS,Global,True
3760,Geneva Capital Partners,Fixed Income,Discretionary,Fundamental,High Yield,True
3761,Holloway Trading,CTA,Discretionary,Fundamental,Agricultural,True
3762,Capstone Futures Group,CTA,Systematic,Short Term,Global,True
3763,Pictet Mahoney,Market Neutral,Discretionary,Fundamental,Global,True
3764,Waha Capital,Fixed Income,Discretionary,Fundamental,Emerging,True
3766,Crescat Capital,Hedge Fund,Discretionary,Fundamental,Global,True
3767,93 East Capital,AssetAllocation,Discretionary,Fundamental,Fixed Income,False
3768,Fortune Financial Strategies,CTA,Systematic,Multi Strategy,Volatility,True
3772,Ambrus Capital Management,CTA,Discretionary,Multi Strategy,Volatility,True
3774,Leadenhall,Fixed Income,Discretionary,Fundamental,Cat Bond,True
3776,Boge Partners,Crypto,Systematic,Crypto LS,Global,False
3778,Mensch Investment Management,Equity LS,Discretionary,Fundamental,Global,False
3779,BigCoinMix,Crypto,Discretionary,Digital Asset Allocator,Global,False
3781,Metaworld Fund,Crypto,Fund of Funds,Diversified,Global,False
3782,AltcoinWave AI,Crypto,Discretionary,Digital Asset Allocator,Global,False
3783,Fusion AI,Crypto,Discretionary,Digital Asset Allocator,Global,False
3785,Perennial Surge,Crypto,Discretionary,Digital Asset Allocator,Global,False
3786,Prudence,Fixed Income,Discretionary,Fundamental,Credit,False
3787,BELPA strategy,Crypto,Discretionary,Digital Asset Allocator,Global,False
3788,Universal Investment,RiskPremia,Systematic,Multi Strategy,Volatility,True
3789,Xcent,Hedge Fund,Fund of Funds,Diversified,Global,True
3790,Tesseract Macro,CTA,Systematic,Multi Strategy,Global,False
3791,Argo Capital Management,Fixed Income,Discretionary,Fundamental,Emerging,True
3792,TRG Management (The Rohatyn Group),Fixed Income,Discretionary,Fundamental,Emerging,False
3793,Telligent Capital Management,Equity LS,Discretionary,Fundamental,Asia,True
3794,SouthPeak Investment Management,CTA,Systematic,Multi Strategy,Global,True
3795,Quantedge Capital,RiskPremia,Systematic,Multi Strategy,Global,True
3796,Granite Capital,CTA,Systematic,Option Strategy,Global,True
3797,Sphera Funds Management,Equity LS,Discretionary,Fundamental,Emerging,True
3798,PGIM,Fixed Income,Discretionary,Fundamental,Emerging,True
3799,GaveKal Capital,Equity LS,Discretionary,Fundamental,Asia,True
3801,Evarinvest,CTA,Systematic,Option Strategy,Global,False
3802,Glazer Capital,Event Driven,Discretionary,Fundamental,Global,True
3803,Golden Nest Capital Management,Equity LS,Discretionary,Fundamental,Global,True
3807,Majors rotation system,Crypto,Discretionary,Digital Asset Allocator,Global,False
3808,Sloway TOP12,Crypto,Discretionary,Digital Asset Allocator,Global,False
3814,Engadine Tages,Equity LS,Discretionary,Fundamental,Global,True
3815,Hedge Invest,Market Neutral,Discretionary,Fundamental,Europe,True
3816,HSBC,Hedge Fund,Fund of Funds,Diversified,Global,True
3817,FIEE SGR,Equity LS,Discretionary,Fundamental,Global,False
3818,Fairtree Capital,CTA,Discretionary,Fundamental,Global,False
3819,Maltese Capital Management,Equity LS,Discretionary,Fundamental,Global,True
3820,Lake Hill Capital Management,CTA,Systematic,Tail Protect,Equity,False
3821,Axiom International Investors,Equity LS,Discretionary,Fundamental,Global,True
3822,Axiom Alternative Investments,CTA,Discretionary,Fundamental,Fixed Income,True
3823,CryptoDriver Arjuss,Crypto,Discretionary,Digital Asset Allocator,Global,False
3828,Fondsmaglerselskabet Marselis,Fixed Income,Discretionary,Fundamental,High Yield,True
3829,Solidum Partners AG,Fixed Income,Discretionary,Fundamental,Cat Bond,True
3830,GoldenBrick Coars Nos,Crypto,Discretionary,Digital Asset Allocator,Global,False
3831,LowFee Mini Index Bajen96,Crypto,Discretionary,Digital Asset Allocator,Global,False
3832,Wada Capital Management,Equity LS,Discretionary,Fundamental,Asia,True
3833,United Managers Japan,Equity LS,Discretionary,Technical,Asia,True
3834,Pinpoint Asset Management,Equity LS,Discretionary,Fundamental,Asia,True
3836,The Investment Trust of India,Equity LS,Discretionary,Fundamental,Asia,True
3837,JC Clark,Equity LS,Discretionary,Fundamental,Global,True
