manager_id,manager_name,type,style,strategy,sector
3351,Tufton Oceanic,Private Equity,Discretionary,Diversified,Shipping
4243,Tungsten Capital,AssetAllocation,Discretionary,Diversified,Global
3358,Twelve,Fixed Income,Discretionary,Fundamental,Cat Bond
3866,Twin Capital Management,Event Driven,Systematic,Fundamental,Global
3898,Twin Tree Capital Management,CTA,Systematic,Option Strategy,Equity
3857,Tyrus Capital Alternatives,Fixed Income,Discretionary,Convertible,Global
3374,UBS,Equity LS,Discretionary,Fundamental,China
3379,Unfair Advantage Systems,Crypto,Systematic,Crypto LS,Global
4373,Union Investment Institutional,Market Neutral,Systematic,Multi Strategy,Global
3864,Union Square Park Capital Management,Event Driven,Discretionary,Multi Strategy,Global
4523,United Bankers (UB),Equity LS,Discretionary,Fundamental,Global
3833,United Managers Japan,Equity LS,Discretionary,Technical,Asia
3788,Universal Investment,RiskPremia,Systematic,Multi Strategy,Volatility
4324,Unlimited Funds,CTA,Systematic,Trend Following,Global
3391,Uptrak Capital,CTA,Systematic,Multi Strategy,Global
4063,UTXO Management,Crypto,Discretionary,Crypto LS,Global
4080,Vadantia,CTA,Systematic,AI,Currency
3404,Valent Asset Management,CTA,Discretionary,Fundamental,Global
4164,Valiant Asset Management,Event Driven,Discretionary,Fundamental,Europe
3410,Valorem Investments,CTA,Systematic,Short Term,Currency
3419,VanEck,Crypto,Discretionary,Crypto LS,Global
3424,Varenne,Equity LS,Discretionary,Multi Strategy,Global
3863,Variance Capital Asset Management,CTA,Systematic,Multi Strategy,Volatility
4071,Veerpoint Capital,CTA,Systematic,Multi Strategy,Global
3433,Velocity Merchant,CTA,Discretionary,Multi Strategy,Energy
3434,Velox Capital,Equity LS,Systematic,Multi Strategy,Global
3437,Veritas,Equity LS,Discretionary,Fundamental,Asia
3853,Verition Fund Management,Hedge Fund,Fund of Funds,Diversified,Global
3440,Versor Investments,CTA,Systematic,Trend Following,Global
3443,Vest,Crypto,Systematic,Digital Asset Allocator,Global
3444,VIA,Hedge Fund,Systematic,Diversified,Global
3446,Victory,Market Neutral,Systematic,Fundamental,US
3862,Victory Asset Management,Market Neutral,Systematic,Multi Strategy,Global
4371,Vigama Capital,Market Neutral,Discretionary,Fundamental,Global
3448,Vigo Capital,CTA,Discretionary,Multi Strategy,Global
3937,Vinland Capital,Hedge Fund,Discretionary,Fundamental,Emerging
3452,Virtuoso Advisory,Equity LS,Discretionary,Fundamental,Europe
3454,Virtus,Hedge Fund,Fund of Funds,Diversified,Global
3456,VISIO Asset Management,Equity LS,Discretionary,Fundamental,Europe
3467,Volt Capital Management,CTA,Systematic,AI,Global
3474,VPC,Fixed Income,Discretionary,Alternative,Global
3832,Wada Capital Management,Equity LS,Discretionary,Fundamental,Asia
3764,Waha Capital,Fixed Income,Discretionary,Fundamental,Emerging
4329,WanGuo Capital,Hedge Fund,Systematic,Multi Strategy,China
3487,Wasatch,Equity LS,Discretionary,Option Strategy,US
3488,Water Island,Event Driven,Discretionary,MergerArb,US
3491,WaterValley Capital Management,Hedge Fund,Systematic,Market Neutral,Global
3492,Wave Digital Assets,Crypto,Discretionary,Digital Asset Allocator,Global
3496,Waverton,AssetAllocation,Fund of Funds,Diversified,Global
3497,Waycross,Equity LS,Discretionary,Fundamental,US
3507,Weitz Investment Management,Equity LS,Discretionary,Fundamental,US
3513,Welton Investment Partners,Equity LS,Systematic,Multi Strategy,Global
3514,WesMark,AssetAllocation,Discretionary,Diversified,Global
3515,Westbeck,Equity LS,Discretionary,Fundamental,Energy
4126,Westbourne River,Event Driven,Discretionary,Fundamental,Global
2111,Westchester Capital Management,Event Driven,Discretionary,Multi Strategy,Global
3519,Westwood,Market Neutral,Discretionary,Fundamental,US
3848,Wexford Capital,Equity LS,Discretionary,Fundamental,Global
3522,Wharton Capital Management,CTA,Discretionary,Fundamental,Agricultural
4130,Whetstone Capital Advisors,Equity LS,Discretionary,Fundamental,Global
3540,Wilmington,Equity LS,Discretionary,Fundamental,US
3542,Wincent,Crypto,Systematic,Market Neutral,Global
3550,Wisdom MarkoP,Crypto,Discretionary,Digital Asset Allocator,Global
3551,WisdomTree Investments,CTA,Systematic,Trend Following,Global
3552,Wiston Capital,Crypto,Discretionary,Digital Asset Allocator,Global
3556,WMX Crypto,Crypto,Discretionary,Digital Asset Allocator,Global
3847,Wolverine Asset Management,Hedge Fund,Discretionary,Multi Strategy,Global
4170,Worth Venture Partners,CTA,Systematic,AI,Equity
3568,Xaia,Fixed Income,Discretionary,Market Neutral,Global
3972,XBTO Global,Crypto,Systematic,Crypto LS,Global
3789,Xcent,Hedge Fund,Fund of Funds,Diversified,Global
3573,Xeqos,CTA,Systematic,Multi Strategy,Global
3579,xWin,Crypto,Systematic,Crypto LS,Global
3581,Yakira Capital Management,Event Driven,Discretionary,Fundamental,Global
3759,Zenith Investment Management,Crypto,Discretionary,Crypto LS,Global
3606,Zest,Equity LS,Discretionary,Fundamental,Europe
4142,Zweig-DiMenna,CTA,Discretionary,Fundamental,Global
